impl,M,T,workers,run_idx,wall_time_ms,checksum
mpi,256,28712,4,0,715.775466,1906.96847845884
mpi,256,28712,4,1,715.845317,1906.96847845884
mpi,2048,28712,4,0,5745.783407,15244.8434824185
mpi,2048,28712,4,1,5730.287725,15244.8434824185
mpi,2048,28712,4,2,5741.481378,15244.8434824185
mpi,2048,28712,4,0,5797.391358,15244.8434824185
mpi,2048,28712,4,1,5799.367026,15244.8434824185
mpi,2048,28712,4,2,5807.010628,15244.8434824185
